cyc,field,wiggle time,wait time,freq,cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95,two2D_bg,two2D_a1,two2D_sh1,two2D_sv1,two2D_ch1,two2D_cv1,two2D_a2,two2D_sh2,two2D_sv2,two2D_ch2,two2D_cv2,two2D_chd,two2D_cvd
293,202.138,0.33,0.25,43.2266,293,12773.6,-0.205405,29.8123,11.6798,121.049,-0.0771013,-334.9,4.31615e-05,1.57103,-6.84777,-7.50413,-3.10455,1.94486,217.733,8604.91,32.3715,6902.91,12175.7,0.200025,-8.21878,-10.2462,-4.47556,0.573855,0.537767,8299.52,21.0607,6597.52,0.593952,0.995579,0.00584601,13973.4,-0.00281814,0.836048,11.9097,10.6511,120.714,91.6875,0.624495,11.8615,12.0976,120.165,142.513,0.549358,-50.8254 
294,202.141,0.12,0.46,43.2274,294,12926.5,-0.100845,29.7647,11.8025,121.027,0.0128239,-16.3201,8.10879e-11,-3.14154,-4.46671,-9.64495,-7.81381,-5.43083,178.321,8185.29,33.4369,7392.38,11442.8,-4.26438,-5.58955,-11.8906,-8.93665,-6.55367,0.680659,7935.17,24.1735,7142.27,0.563677,0.994697,0.0061961,14077.5,-0.00282838,0.766156,12.0857,10.8538,120.976,92.5036,0.665561,12.0969,12.0705,120.076,143.434,0.90027,-50.93 
295,202.006,0.23,0.35,43.1976,295,12993.3,-0.0631171,29.6263,11.7734,121.309,-0.0181385,-84.5521,0.00198162,-6.60935,-2.48167,-8.68985,-5.82021,-4.79493,172.936,8467.87,29.3664,7079.72,11404.7,-7.69828,-3.5706,-10.8677,-6.90914,-5.88386,0.688868,8225.31,20.3827,6837.16,0.583137,0.995682,0.00546164,14105.3,-0.00261955,0.808135,11.9472,10.7385,121.169,91.6604,0.614394,12.0155,12.4519,120.4,142.536,0.769734,-50.8756 
296,202.095,0.28,0.3,43.2172,296,12935.2,-0.0455212,29.9565,11.732,121.16,0.0451805,-15.4902,0.00780613,-4.63801,-8.30934,-8.22291,-5.98879,-0.0476918,157.155,8866.99,22.4083,6896.75,11463.7,-5.62757,-9.2989,-10.202,-6.97836,-1.03726,0.692192,8646.56,14.2444,6676.33,0.600948,0.997125,0.00391487,14388.2,-0.00281675,0.84298,11.9043,10.8083,121.009,91.2271,0.621131,11.9735,11.9892,120.067,141.91,0.942219,-50.683 
297,202.006,0.03,0.55,43.1976,297,11983,-0.397988,27.6272,12.1103,121.11,1.82447,-917.715,2.3345e-05,-5.86905,-1.02824,-11.7174,-3.04412,-8.78264,183.027,8103.87,15.2846,6482.69,65396.8,-7.02152,-2.18071,-14.0223,-4.19659,-9.93511,0.624632,7847.16,5.7767,6225.97,0.594414,0.998713,0.00170626,13201.5,-0.0027416,0.765385,12.1325,10.7774,120.866,92.4421,0.574512,12.0631,12.2414,120.219,143.437,0.647181,-50.995 
298,202.141,0.32,0.26,43.2274,298,13139.6,-0.0961456,30.113,11.6299,120.997,0.0540821,-6.5024,500,-4.61381,-7.78649,-10.0262,0.558354,-8.37718,154.975,8559.92,29.4091,7080.12,11412,-5.58965,-8.76233,-11.9779,-0.41748,-9.35302,0.668207,8342.55,21.3585,6862.76,0.585667,0.99554,0.00570037,14244.5,-0.00263293,0.847683,11.7423,10.5072,120.811,91.9123,0.657406,11.8238,11.9638,120.071,142.763,0.739394,-50.8511 
299,202.074,0.27,0.31,43.2125,299,11902.5,-0.020263,27.6076,11.7157,121.026,-0.0857877,61.5489,499.999,-0.647616,-1.61866,-12.9402,-2.05221,-10.1622,118.206,7784.63,21.28,6688.9,10701,-1.39193,-2.36297,-14.4288,-2.79652,-10.9065,0.547498,7618.83,15.1395,6523.11,0.575932,0.996535,0.00425713,13228.7,-0.00271781,0.733877,12.0172,10.8907,120.833,91.811,0.5885,12.1095,12.2855,120.098,142.535,0.735701,-50.7243 
300,202.003,0.02,0.56,43.1967,300,12330.5,-0.046331,28.5831,11.7786,120.831,0.307574,-648.212,500,-4.8717,-2.3552,-7.02692,-0.361765,-0.32629,142.152,8355.77,13.6814,6726.96,17449.9,-5.76679,-3.25029,-8.81711,-1.25686,-1.22139,0.565926,8156.38,6.2969,6527.58,0.592326,0.998651,0.00177385,13770.1,-0.00291488,0.780975,12.1391,10.8933,120.835,91.6433,0.59117,12.0412,12.4055,119.827,142.572,1.00815,-50.9285 
301,202.139,0.31,0.27,43.2268,301,11563.3,-0.0172336,27.0151,11.6467,121.048,-0.0589753,10.6042,492.861,-6.94764,-5.84213,-10.9007,-4.57614,-1.85325,160.775,7864.6,33.5325,6254.16,10262.8,-7.96,-6.85448,-12.9255,-5.5885,-2.86561,0.642885,7639.1,25.1806,6028.66,0.595699,0.994265,0.00763537,12823.7,-0.00263243,0.760149,11.9416,10.6775,120.855,91.8,0.54964,11.9299,12.4037,120.083,142.625,0.771127,-50.8248 
302,202.033,0.25,0.33,43.2034,302,10434.2,-0.0326184,25.4513,11.5058,120.609,-0.0056927,1.90971,9.5109e-12,-3.56804,-3.69176,-5.30506,-4.3112,-5.34881,183.529,7234.52,31.3891,5882.35,9533.13,-4.72367,-4.84739,-7.61632,-5.46683,-6.50445,0.738797,6977.1,21.8552,5624.93,0.590552,0.994548,0.00710647,11814.5,-0.002812,0.708658,11.7642,10.6631,120.561,91.6266,0.543782,11.9697,11.9862,119.734,142.507,0.826674,-50.8808 
303,202.07,0.37,0.21,43.2117,303,13915.8,-0.116457,31.2957,-11.8605,120.878,0.0599831,44.5667,2.08168e-09,-3.86179,-3.7501,-7.01124,-4.70041,-3.38136,178.026,8756.78,29.0692,7688.68,12170.3,-4.98277,-4.87108,-9.2532,-5.82139,-4.50234,0.685594,8507.08,19.821,7438.99,0.570769,0.995939,0.00488428,14904.6,-0.00265532,0.808793,12.1538,10.9715,120.888,91.4989,0.657935,12.1276,12.4768,119.935,142.264,0.95322,-50.765 
304,202.129,0.3,0.28,43.2247,304,14579.8,0.014182,32.675,-11.7857,121.061,0.00863492,-11.0142,500,-1.60026,-7.08298,-14.3504,-7.40983,-3.05987,157.97,9690.3,32.0315,7554.24,12539.3,-2.59495,-8.07767,-16.3398,-8.40453,-4.05456,0.586035,9468.73,23.8253,7332.67,0.600243,0.995616,0.00594976,15774.8,-0.00293273,0.903972,12.1634,10.9138,120.831,91.8126,0.662985,12.1741,12.3143,120.176,142.787,0.655531,-50.9739 
305,202.017,0.04,0.54,43.1999,305,11997.2,-0.131417,27.9837,11.9034,120.77,-0.0363136,141.89,499.26,-3.41446,-3.98505,-13.7606,-2.50207,-6.03852,206.718,7777.27,16.2673,6901.21,11011.3,-4.7161,-5.28669,-16.3639,-3.80372,-7.34017,0.563752,7487.33,5.52874,6611.26,0.568384,0.998709,0.00153811,13173,-0.00287806,0.720936,12.0961,10.9691,120.627,91.7576,0.600385,12.3086,12.3584,119.81,142.703,0.817594,-50.9454 
306,202.017,0.24,0.34,43.1999,306,12562.8,-0.737161,29.0031,-12.2911,120.86,-2.45457,3820.93,117.303,-8.56101,-9.08915,-9.40573,-6.46946,-2.22652,180.255,8348.06,25.6832,6719.36,316914,-9.69603,-10.2242,-11.6758,-7.60448,-3.36154,0.725676,8095.24,16.3193,6466.53,0.592777,0.996485,0.00462733,13656.5,-0.00262876,0.766031,12.2575,10.9784,120.774,92.4587,0.577419,12.0678,12.5386,120.028,143.539,0.746393,-51.0807 
307,202.138,0.13,0.45,43.2266,307,13336.8,0.00454901,30.568,11.6375,121.049,-0.0446224,-9.08885,500,-5.94176,-7.68838,-9.84881,-4.76617,-1.65606,173.559,8714.4,32.8307,7294.83,11593.6,-7.03461,-8.78124,-12.0345,-5.85903,-2.74892,0.66991,8470.96,23.8146,7051.4,0.582791,0.995104,0.00618285,14535.2,-0.0028067,0.841062,11.9397,10.6411,120.814,92.1436,0.654467,12.0087,12.1579,120.057,143.132,0.757534,-50.9889 
308,202.049,0.38,0.2,43.207,308,11191,-0.294075,26.8925,11.7876,121.064,-1.00905,556.496,0.00307412,0.848017,-5.10442,-10.4267,-8.34888,-1.56465,169.249,7450.24,20.5529,6359.26,28599.1,-0.217697,-6.17013,-12.5581,-9.4146,-2.63037,0.59478,7212.85,11.7608,6121.87,0.578061,0.997155,0.0035264,12477.7,-0.00284895,0.728201,11.9681,10.6701,120.878,91.4131,0.574531,12.0308,12.1104,120.165,141.966,0.713205,-50.5528 
309,202.129,0.1,0.48,43.2247,309,13924.9,-0.783017,32.2806,12.0943,120.867,0.132362,890.467,440.135,-7.42409,-7.14697,-8.03288,-3.06122,0.0162519,165.164,8959.12,17.6019,7582.26,16546.1,-8.46409,-8.18696,-10.1129,-4.10121,-1.02374,0.682872,8727.46,9.02197,7350.61,0.579937,0.998194,0.00225586,15049,-0.00279498,0.859422,11.8911,10.7387,120.746,92.357,0.668485,12.067,12.3609,119.974,143.266,0.771636,-50.9094 
310,202.092,0.16,0.42,43.2165,310,14329.6,-0.247082,31.3963,12.1608,121.154,0.0622105,21.7196,494.85,-3.65935,-5.02739,-11.5462,-6.78667,-6.59432,175.093,9222.99,26.2364,7607.22,12472.9,-4.76186,-6.12991,-13.7513,-7.88919,-7.69683,0.658176,8977.41,17.1407,7361.63,0.586436,0.99667,0.00427081,15308.4,-0.00269339,0.877484,12.1042,10.7501,120.878,91.7413,0.655746,12.2935,12.259,120.203,142.527,0.675043,-50.7858 
311,202.111,0.15,0.43,43.2208,311,15329.9,-0.0715422,35.1056,11.6566,121.059,-0.0224467,21.9227,271.835,-8.54642,-4.4922,-9.24419,-5.74017,-6.56598,137.068,10066.4,42.9247,8169.31,13337.2,-9.4095,-5.35528,-10.9704,-6.60325,-7.42906,0.724137,9874.14,35.8043,7977.06,0.59005,0.993694,0.00820031,16734.4,-0.00303901,0.95934,11.8983,10.8286,121.011,92.1134,0.712827,12.0864,12.3567,120.122,143.046,0.88853,-50.933 
312,202.003,0.22,0.36,43.1967,312,12137.3,-0.654225,28.3381,12.3799,120.841,-0.0759219,461.244,500,-8.30441,-10.5491,-7.06623,-5.05559,-4.37608,170.773,8042.72,36.6529,6760.91,12560.5,-9.37972,-11.6244,-9.21685,-6.1309,-5.45139,0.779518,7803.19,27.7816,6521.38,0.581825,0.993808,0.00778639,13411.6,-0.00285173,0.758209,12.1421,10.8135,120.767,91.8694,0.583625,12.3348,12.3329,119.838,142.63,0.929275,-50.7604 
313,202.005,0.01,0.57,43.1974,313,11200.6,-0.173718,26.7913,11.7671,121.082,-0.340675,261.687,500,-9.61533,-1.35232,-9.33596,-5.83919,-11.1324,119.781,7581.89,15.5421,6219.03,13164.7,-10.3696,-2.10655,-10.8444,-6.59342,-11.8867,0.740568,7413.88,9.31973,6051.03,0.587575,0.997805,0.00282917,12617.8,-0.00286833,0.728144,11.9955,10.7951,120.916,91.7557,0.566924,12.0883,12.0815,120.158,142.657,0.757724,-50.9015 
314,202.114,0.29,0.29,43.2214,314,12707.4,-0.101913,29.7492,11.4617,121.154,0.0447087,28.2944,489.922,-5.6266,-7.34673,-12.7642,-5.61365,-2.65362,181.218,8211.19,18.442,6955.26,11141.1,-6.76769,-8.48781,-15.0463,-6.75473,-3.79471,0.63168,7957.01,9.02811,6701.08,0.57996,0.998018,0.00247566,13719.9,-0.00268422,0.777317,11.9971,10.8614,120.757,92.1668,0.594562,12.2615,12.5798,119.88,142.932,0.876511,-50.765 
315,202.111,0.35,0.23,43.2208,315,13315.8,-0.0922692,30.433,11.9494,121.155,0.0523423,-150.863,6.20048e-09,-10.4356,-6.03729,-20.3144,-3.21604,-2.8743,157.261,8705.22,24.6049,7278.62,12095.3,-11.4258,-7.02752,-22.2948,-4.20627,-3.86453,0.543317,8484.64,16.4355,7058.05,0.582954,0.996622,0.00427124,14554.6,-0.00290766,0.804842,12.1702,11.0111,120.997,92.2746,0.63172,12.3815,12.2354,120.066,143.058,0.930758,-50.7835 
316,202.052,0.26,0.32,43.2077,316,11943.2,-0.730749,28.4602,12.0271,121.316,0.614709,-192.972,483.247,-4.34847,-2.50554,-17.8859,-13.2101,-8.14011,159.667,7923.61,23.0531,6757.8,15004.3,-5.35385,-3.51093,-19.8967,-14.2155,-9.14549,0.61827,7699.66,14.7587,6533.86,0.578106,0.996657,0.00414373,13318.8,-0.00274743,0.77657,11.8741,10.5596,121,91.9296,0.619078,11.8656,11.8625,120.429,142.711,0.571338,-50.7816 
317,202.114,0.09,0.49,43.2214,317,12314.7,-0.015694,28.7442,11.8688,120.774,0.0273445,-20.2967,500,-0.730543,-6.77457,-13.7004,-5.15147,-2.60064,186.027,8007.01,22.0845,7212.2,11123.9,-1.90191,-7.94594,-16.0431,-6.32283,-3.772,0.554182,7746.09,12.4208,6951.28,0.564411,0.997202,0.00328074,13724.2,-0.00308211,0.766284,12.1518,10.6985,120.768,92.0205,0.651683,12.2373,11.7979,119.604,142.635,1.16347,-50.6145 
318,202.074,0.07,0.51,43.2125,318,13149.5,-0.051912,30.7176,-11.7071,120.961,0.0040231,50.8125,7.71723e-06,-9.15748,-7.79594,-6.70296,-1.31957,-0.3411,153.303,8896.12,23.7014,7012.03,11713.3,-10.1228,-8.76125,-8.63358,-2.28488,-1.30641,0.722473,8681.09,15.7376,6797,0.597603,0.996838,0.00424704,14526.5,-0.00297967,0.836462,11.93,11.0571,120.936,92.5556,0.599238,12.2942,12.512,119.985,143.56,0.950803,-51.0045 
319,202.03,0.19,0.39,43.2027,319,12780.2,-0.0432751,29.1908,11.6054,120.691,0.0144702,7.35681,499.997,-4.54391,-4.59665,-7.67579,-8.75854,-8.77033,159.811,8195.73,16.7667,6962.03,11031.5,-5.5502,-5.60294,-9.68837,-9.76483,-9.77662,0.760088,7971.58,8.46486,6737.88,0.579071,0.998145,0.00230891,13766.2,-0.0025123,0.80714,11.9184,10.4771,120.642,91.8105,0.639341,11.8664,11.9571,119.803,142.706,0.839163,-50.8956 
320,202.092,0.36,0.22,43.2165,320,12551.1,-0.765757,29.9221,12.0098,120.82,0.230866,549.881,110.38,-9.29475,-0.390647,-8.36898,1.1147,-8.97764,164.168,8315,27.7145,6825.94,15830.9,-10.3285,-1.42437,-10.4364,0.0809758,-10.0114,0.675077,8084.74,19.1863,6595.68,0.587681,0.995864,0.00532997,13757,-0.00278689,0.818633,11.8195,10.6556,120.731,92.3006,0.611481,11.9825,12.202,119.815,143.311,0.915975,-51.0105 
321,202.052,0.06,0.52,43.2077,321,12616.1,-0.116539,29.5328,11.7914,120.785,0.103879,59.6644,498.787,-12.0309,-4.7533,-10.4887,-2.75736,-8.63177,146.908,8150.22,22.3062,7230.36,11537.9,-12.9559,-5.67835,-12.3388,-3.6824,-9.55681,0.720919,7944.17,14.6745,7024.31,0.568046,0.996778,0.00383361,13985.1,-0.00290505,0.768438,12.005,10.8157,120.698,92.116,0.6454,12.0896,12.1968,119.92,143.027,0.77812,-50.9113 
322,202.127,0.14,0.44,43.2243,322,14842.3,-0.793857,33.7921,-12.2027,120.93,0.366363,155.224,42.96,-7.19914,-7.20045,-7.70416,-3.98737,-7.16364,133.61,9340.05,39.6904,8066.17,15274.8,-8.04044,-8.04175,-9.38677,-4.82867,-8.00494,0.754931,9152.65,32.7496,7878.76,0.574612,0.993777,0.00759889,15928.4,-0.00283689,0.88421,12.1135,10.8188,120.869,92.0157,0.716328,12.0538,12.2068,119.88,142.885,0.98869,-50.8692 
323,202.139,0.11,0.47,43.2268,323,14212,-0.742669,32.4024,12.1265,120.937,0.175131,217.095,84.9842,-9.06218,-4.62846,-15.3276,0.11886,-6.05961,163.854,9055.44,26.6578,7628.11,14028.7,-10.0939,-5.6602,-17.3911,-0.912886,-7.09135,0.577367,8825.61,18.1459,7398.29,0.581086,0.996415,0.00449783,15188.1,-0.00273134,0.859969,11.9039,10.9258,120.883,92.7011,0.680774,12.0598,12.2099,119.997,143.751,0.886341,-51.0496 
324,202.015,0.4,0.18,43.1994,324,11725.9,-0.0718779,27.3149,-11.6062,120.618,0.105465,12.3871,0.00877995,-5.31405,-3.58112,-4.4578,-9.13971,-5.116,158.344,7483.56,34.1623,6657.24,10362.7,-6.3111,-4.57817,-6.45191,-10.1368,-6.11306,0.807927,7261.46,25.9366,6435.15,0.567493,0.993788,0.00736981,12795.7,-0.00254854,0.720485,11.9121,10.7229,120.353,92.1531,0.605707,11.8418,12.1372,119.866,143.201,0.487271,-51.0482 
325,202.07,0.17,0.41,43.2117,325,11871.6,-0.652675,27.4962,12.0701,120.734,0.916218,-375.304,224.078,-3.3902,-3.51984,-13.9649,0.225704,-8.05515,110.658,7581.43,21.5296,6529.17,21997.7,-4.08699,-4.21663,-15.3585,-0.471083,-8.75194,0.532966,7426.22,15.7811,6373.96,0.575327,0.996295,0.0045401,12907.8,-0.00242433,0.736873,11.9461,10.5811,120.682,92.3595,0.606864,11.9114,11.8976,119.873,143.355,0.809169,-50.9959 
326,202.095,0.08,0.5,43.2172,326,11216.8,-0.0194798,26.1355,11.576,120.708,0.0236561,-8.55208,499.933,-4.70519,-4.51039,-9.79445,-6.52302,-7.47035,175.053,7175.12,13.9213,6354.85,9855.42,-5.80745,-5.61265,-11.999,-7.62528,-8.57261,0.697125,6929.59,4.82765,6109.32,0.568763,0.998782,0.00145354,12183.6,-0.00246857,0.712482,11.8007,10.5145,120.678,91.9045,0.590691,11.9013,11.8536,119.914,142.781,0.7641,-50.8766 
327,202.127,0.34,0.24,43.2243,327,13582.4,-0.0454372,31.0343,11.6716,120.566,-0.00266131,25.3645,500,-7.2843,-5.11955,-16.8626,-9.04479,-4.95521,153.674,8673.72,19.3811,7445.63,11793.6,-8.25194,-6.0872,-18.7979,-10.0124,-5.92286,0.616935,8458.18,11.3981,7230.08,0.576325,0.997647,0.00289562,14676.1,-0.00274876,0.819498,11.9686,10.9147,120.559,92.8548,0.666819,11.924,12.2701,119.669,143.828,0.889907,-50.9731 
328,200,0.45,0.13,40,328,17422.2,-0.0318015,39.2356,11.3602,120.612,0.00598185,-115.512,500,-6.93391,-0.76639,-7.66802,-0.627463,-2.11894,192.202,10504.3,15.6521,9372.26,14532.3,-8.14416,-1.97664,-10.0885,-1.83771,-3.32918,0.602442,10234.7,5.66757,9102.67,0.566612,0.999032,0.00114563,18063,-0.00261208,1.03575,11.6415,10.5946,120.643,92.5034,0.876064,11.7154,11.8896,119.651,143.338,0.992455,-50.8343 
329,200,0.45,0.13,40,329,13964.5,-0.526978,33.4086,11.3904,120.755,0.597117,79.0094,8.77921e-11,-4.23882,-4.00515,-16.4077,-4.92079,-3.54941,156.83,8918.07,30.8843,7573.02,13923.6,-5.22633,-4.99267,-18.3827,-5.90831,-4.53693,0.529215,8698.1,22.7372,7353.05,0.579035,0.995446,0.00566393,15021.7,-0.0026523,0.935846,11.3962,10.2905,120.611,92.45,0.736741,11.3831,11.7107,119.943,143.21,0.667944,-50.7598 
330,200,0.45,0.13,40,330,15569,-0.0496474,35.9703,11.4543,120.925,0.00510615,8.10378,1.40659e-11,-6.36082,-5.21879,-6.00929,-7.47274,-8.75018,126.537,10205,26.2886,8112.72,13413.8,-7.15759,-6.01556,-7.60282,-8.26951,-9.54695,0.802997,10027.5,19.7152,7935.24,0.595041,0.996571,0.00455589,16851.9,-0.00294988,1.01974,11.6168,10.5836,120.937,92.7861,0.752126,11.7578,12.0294,120.044,143.681,0.89283,-50.8951 
331,200,0.45,0.13,40,331,17385.6,0.00188159,38.1275,11.6265,121.015,0.00383696,-17.3162,1.43707e-11,-6.41332,-6.14322,-9.72671,-5.27727,-4.17696,110.424,10889.9,37.2171,8873.27,14432.8,-7.10863,-6.83853,-11.1173,-5.97259,-4.87227,0.690406,10735,31.4808,8718.39,0.588775,0.994894,0.00660762,18232.9,-0.00253666,1.06137,11.8265,10.6269,120.853,92.4968,0.790331,11.9535,12.1612,120.084,143.324,0.76848,-50.8271 
332,200,0.45,0.13,40,332,18041.5,-0.0477846,39.316,-11.603,120.851,0.027502,12.3627,499.647,-4.32027,-2.01249,-0.927695,-5.23793,-1.43737,193.192,11119.3,31.9207,9278.1,14861.3,-5.53675,-3.22897,-3.36065,-6.45441,-2.65385,0.841737,10848.3,21.8847,9007.13,0.583417,0.996482,0.00445584,18594.5,-0.00247348,1.10247,11.7196,10.4705,120.841,92.3957,0.873434,11.7185,11.7394,119.895,143.186,0.946063,-50.7901 
333,200,0.45,0.13,40,333,15280.8,-0.00504431,35.807,11.2034,120.754,0.00711235,-22.0329,2.4778e-11,-5.80193,-2.20833,-3.20048,-6.6264,-1.84305,166.539,9889.1,15.0851,8049.03,13064.2,-6.85058,-3.25698,-5.29778,-7.67504,-2.8917,0.79602,9655.51,6.43373,7815.44,0.589585,0.998835,0.00151414,16376.8,-0.00281455,1.04013,11.4249,10.2645,120.772,92.2004,0.774247,11.509,11.7123,119.682,142.969,1.09058,-50.7687 
334,200,0.45,0.13,40,334,16937.4,-0.305787,37.4216,11.676,120.885,13.5769,-2775.52,500,-2.8581,-4.8384,-5.83773,-6.13367,-5.05312,165.096,10591.1,26.2274,8656.58,1.24093e+06,-3.89766,-5.87796,-7.91686,-7.17324,-6.09268,0.744274,10359.5,17.651,8425.01,0.588441,0.997027,0.0038445,17605,-0.00239393,1.04854,11.6485,10.5585,120.857,92.8341,0.78246,11.7545,12.1605,119.796,143.688,1.06028,-50.8541 
335,200,0.45,0.13,40,335,15632.1,-0.695261,35.9838,11.6273,120.859,0.781991,460.549,477.715,-8.85266,-3.81172,-16.5771,-10.2084,-2.58019,165.902,9744.58,30.5522,8240.98,25344.1,-9.8973,-4.85636,-18.6664,-11.2531,-3.62483,0.613516,9511.89,21.9339,8008.28,0.580028,0.995981,0.00502002,16399,-0.00244856,0.979035,11.5139,10.5757,120.848,92.5305,0.766354,11.6684,11.8934,119.878,143.367,0.970231,-50.8365 
336,202.015,0.2,0.38,43.1994,336,15019,-0.206703,32.295,12.1885,120.959,1.09603,-598.663,500,-3.14779,-4.99481,-5.75864,-5.94052,-6.03916,145.32,9557.98,24.4082,7803.85,34173.9,-4.06283,-5.90985,-7.58872,-6.85556,-6.9542,0.758099,9354.16,16.8592,7600.02,0.588675,0.996856,0.00406972,15890.2,-0.00250117,0.859519,12.302,11.0906,120.783,92.6043,0.660514,12.4569,12.3377,120.027,143.496,0.75589,-50.8917 
337,202.033,0.05,0.53,43.2034,337,12586.7,-0.00633467,28.4897,11.746,120.702,-0.00497362,66.5643,499.964,-5.86133,-6.14345,-17.0861,-6.23471,1.20932,169.312,8129.48,22.2879,6830.38,10904.4,-6.92745,-7.20957,-19.2183,-7.30082,0.143205,0.525625,7892,13.4925,6592.9,0.581925,0.997017,0.00375573,13561.9,-0.00243655,0.788716,11.9407,10.5197,120.613,92.6832,0.605216,11.9338,12.3234,119.677,143.93,0.935582,-51.2466 
338,202.005,0.21,0.37,43.1974,338,12582.9,-0.00570142,27.7005,11.8577,121.007,-0.00340533,-25.0217,500,-6.34722,-5.25166,-13.585,-4.17387,-2.91392,133.916,8240.7,31.7455,6613.94,10695.4,-7.19046,-6.0949,-15.2715,-5.0171,-3.75715,0.590917,8052.87,24.7888,6426.11,0.593025,0.994642,0.00705581,13579.3,-0.0022906,0.761184,12.2077,10.8477,121.05,92.3597,0.577087,11.9975,12.3066,119.893,143.414,1.15676,-51.0541 
339,202.03,0.39,0.19,43.2027,339,12486.6,-0.756501,29.8235,11.9709,120.794,0.805507,416.089,392.576,-7.18288,-4.18469,-3.38289,-9.94613,-7.98954,143.357,7874.5,21.5711,7255.87,22532.7,-8.08556,-5.08737,-5.18826,-10.8488,-8.89222,0.863833,7673.43,14.124,7054.8,0.558451,0.996789,0.00367441,13740.6,-0.00277518,0.753399,11.8683,10.7912,120.701,93.4085,0.668829,11.7844,12.0611,119.844,144.611,0.857061,-51.202 
340,202.049,0.18,0.4,43.207,340,11583.5,-0.0480241,26.7225,11.758,120.705,-0.177713,-0.206108,500,-3.04617,-7.52555,-12.3996,-5.91071,-4.58999,145.507,7705.13,15.7463,6192.69,10229.6,-3.96239,-8.44177,-14.2321,-6.82692,-5.50621,0.634788,7501.04,8.18754,5988.6,0.59291,0.998093,0.00251217,12651.2,-0.00247636,0.75382,11.832,10.5817,120.591,92.086,0.561385,12.0975,12.0678,119.684,142.911,0.907189,-50.8252 
341,202.138,0.33,0.25,43.2266,341,13582.4,-0.064217,30.5035,-11.6958,120.827,-0.00404505,0.391063,500,-6.9383,-7.01171,-6.59174,-2.51109,-7.78325,96.6902,8338.52,36.3476,7625.07,11613.8,-7.54713,-7.62054,-7.80941,-3.11992,-8.39208,0.773569,8202.9,31.3248,7489.46,0.560161,0.993362,0.00764573,14643.8,-0.00235849,0.796264,11.7304,10.8407,120.8,92.4448,0.673816,11.9566,12.1566,119.932,143.217,0.867759,-50.7719 
342,202.141,0.12,0.46,43.2274,342,11479,-0.652955,27.2423,11.8675,120.757,-1.3927,673.48,59.1168,-1.49746,-5.0271,-17.0112,-3.93308,-4.38413,104.231,7331.03,21.1797,6501.88,41057.9,-2.15377,-5.68341,-18.3238,-4.58939,-5.04044,0.48803,7184.84,15.7651,6355.68,0.567939,0.996175,0.00454851,12650.7,-0.00232413,0.707804,11.7617,10.6747,120.658,92.8276,0.600462,11.7231,11.9438,119.791,143.789,0.867285,-50.961 
343,202.006,0.23,0.35,43.1976,343,14428.7,0.00262629,30.931,12.0606,120.793,-0.0108327,-35.3662,0.000319965,-2.02586,-5.19924,-8.81164,-5.0109,-5.30422,177.086,9262.35,35.056,7500.32,12156.4,-3.14092,-6.3143,-11.0418,-6.12596,-6.41928,0.665829,9013.97,25.8567,7251.94,0.591055,0.995005,0.00652516,15250.6,-0.00242161,0.845923,12.2825,10.8767,120.686,92.5807,0.636393,12.2656,12.4827,119.751,143.623,0.935385,-51.0419 
344,202.095,0.28,0.3,43.2172,344,14196.6,-0.0472728,31.4312,11.9174,120.993,0.00816611,13.6981,3.07571e-07,-2.10099,-4.53609,-13.715,-6.1151,-6.4915,140.957,9040.38,32.4746,7630.04,12197.4,-2.98856,-5.42366,-15.4901,-7.00267,-7.37907,0.59539,8842.67,25.1521,7432.34,0.580438,0.995047,0.00619533,15234.5,-0.00259146,0.837347,12.0124,11.0102,120.886,92.7616,0.643447,12.28,12.5561,120.076,143.993,0.809345,-51.2315 
345,202.006,0.03,0.55,43.1976,345,11861.1,-0.0092318,27.3009,-11.7486,120.726,-0.0407527,26.9471,1.44437e-11,-6.84752,-8.11244,-11.9886,-4.45124,-5.24176,190.442,8022.58,30.0653,6418.56,10477.2,-8.04669,-9.3116,-14.3869,-5.65041,-6.44092,0.671806,7755.47,20.1721,6151.45,0.594484,0.995469,0.00600446,13045.7,-0.0025752,0.770348,12.014,10.585,120.706,92.6669,0.574892,11.9522,12.1009,119.764,143.6,0.941717,-50.9331 
346,202.141,0.32,0.26,43.2274,346,13785,-0.0210094,31.4136,11.7567,120.575,0.0213151,72.8361,4.93919e-07,-8.84584,-3.60294,-9.22268,-4.49025,-1.82039,133.464,8784.66,32.9003,7542.98,12073.1,-9.68622,-4.44332,-10.9035,-5.33064,-2.66078,0.669837,8597.46,25.9671,7355.78,0.576105,0.994742,0.00646091,14923.4,-0.00269683,0.836334,11.9331,10.7948,120.521,92.9313,0.656324,12.063,12.4595,119.583,144.135,0.937745,-51.204 
