cyc,freq,pulsetime,waittime,VVA,cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95,ROIsqsum,c5cwc,c9cwc,two2D_bg,two2D_a1,two2D_sh1,two2D_sv1,two2D_ch1,two2D_cv1,two2D_a2,two2D_sh2,two2D_sv2,two2D_ch2,two2D_cv2,two2D_chd,two2D_cvd
103,43.538,0.01,0.64,5,103,15600.2,-0.378282,28.731,13.2834,90.2313,-0.0364351,-138.793,290.193,-0.755922,3.2801,7.40598,0.994795,3.48767,119.388,8097.05,18.0675,9084.31,12588.4,-1.50767,2.52835,5.90248,0.243043,2.73591,0.403917,7938.9,14.9665,8926.16,0.502655,0.996712,0.00307915,15793.9,5862.66,66823.3,81962,-0.00147802,0.644304,13.0804,11.5612,91.188,68.8501,0.694432,12.7521,12.583,89.6395,120.107,1.54843,-51.2568 
104,43.488,0.01,0.64,5,104,14198.6,-0.27844,26.1499,13.0016,90.226,-0.316754,239.829,76.8728,1.56282,1.67737,2.65934,2.05367,1.75984,-21.0039,7265.82,18.8263,8179.24,13540.8,1.69508,1.80962,2.92385,2.18593,1.8921,0.721713,7293.64,19.3718,8207.06,0.50246,0.995374,0.00432925,14515.9,4965.4,57605,68027.4,-0.00117157,0.620433,12.6826,11.0505,91.094,68.8182,0.633848,12.7836,12.4731,89.6268,119.958,1.4672,-51.1395 
105,43.088,0.01,0.64,5,105,14759.9,-0.0753924,27.2422,12.9492,90.3176,-1.47666,966.828,1.03937,0.217199,2.98436,6.27706,4.19676,3.24843,-120.761,7426.69,19.8778,8831.91,57959.4,0.9776,3.74476,7.79786,4.95716,4.00883,0.637076,7586.65,23.0145,8991.88,0.489477,0.994719,0.00469269,15499.5,5456.95,58885,79073.4,-0.00149497,0.614605,13.0775,11.1798,91.164,68.369,0.684301,12.8492,12.3867,89.6029,119.282,1.56113,-50.9127 
106,43.213,0.01,0.64,5,106,13420.7,-0.178636,24.9218,12.8787,90.1914,0.814884,510.745,500,-0.636942,1.40114,3.53653,1.966,1.6656,-69.163,6643.87,13.3739,8157.75,23996.9,-0.201441,1.83664,4.40753,2.4015,2.1011,0.582039,6735.49,15.1704,8249.37,0.481281,0.996074,0.00337614,13994.9,4584.14,47480.8,68213.6,-0.00130131,0.554972,12.9763,11.1036,91.1173,68.5441,0.642381,12.5993,12.3652,89.507,119.54,1.61027,-50.9957 
107,43,0.01,0.64,0,107,14741.4,0.00539893,27.1694,12.8802,90.1909,-0.0143175,3.85722,500,0.956567,1.92874,6.35707,2.23888,3.40294,-40.9336,7975.66,17.4436,8393.63,11393.7,1.21432,2.18648,6.87257,2.49663,3.66069,0.581724,8029.88,18.5068,8447.85,0.519263,0.995983,0.00401931,15464,5414.84,66736.2,70378.8,-0.00159654,0.648322,13.0946,11.3875,90.9806,68.163,0.643892,12.8135,12.4942,89.5579,119.155,1.42264,-50.9915 
108,43,0.01,0.64,0,108,14940.7,-0.0333175,27.1817,12.9248,90.2604,0.0102281,1.75821,0.107782,0.779697,3.76782,3.04591,2.21775,3.46254,-100.227,7468.22,16.959,8863.57,11437.2,1.4108,4.39892,4.30811,2.84885,4.09364,0.747478,7600.99,19.5623,8996.34,0.489825,0.995516,0.00398963,15517.8,5385.98,58275,77994.6,-0.0014047,0.605034,13.0615,11.423,91.1114,68.2843,0.670191,12.9167,12.6647,89.6941,119.323,1.41729,-51.0384 
109,43.163,0.01,0.64,5,109,13865.8,-0.324704,26.3719,12.817,90.3356,0.297978,746.932,105.393,2.89802,2.3623,5.58298,3.78815,0.47585,-88.146,7178.34,16.5615,8287.35,18248.6,3.45305,2.91734,6.69305,4.34318,1.03088,0.636987,7295.1,18.851,8404.11,0.496579,0.995498,0.00411498,14690.7,4962.08,55287.7,70110.5,-0.00161716,0.593699,12.9263,11.3908,91.2666,68.6398,0.649633,12.5415,12.5018,89.7098,119.73,1.5568,-51.0906 
110,43.188,0.01,0.64,5,110,13360.5,-0.331099,24.8509,13.1889,90.1554,-0.783733,947.205,492.791,0.992221,1.58968,3.46784,0.984355,0.658902,-33.2549,6625.54,14.6228,8235.27,34835.7,1.20162,1.79908,3.88663,1.19375,0.8683,0.56571,6669.59,15.4866,8279.32,0.477922,0.995953,0.00343385,13955.4,4522.77,45673.4,68350.4,-0.00153398,0.533889,13.177,11.4191,91.0057,69.0885,0.633186,12.8808,12.4759,89.5426,120.062,1.46312,-50.9731 
111,43.2755,0.01,0.64,5,111,14588.8,-0.284165,26.8175,13.1352,90.3277,7.98271,25800.6,500,1.78938,3.87298,1.83173,1.22604,1.59231,-48.4988,7177.91,18.3657,8849.77,6.71611e+06,2.09477,4.17836,2.4425,1.53143,1.8977,0.798884,7242.15,19.6254,8914.02,0.480042,0.99528,0.00403926,15086.5,5217.28,53985.2,78055.1,-0.0014745,0.580186,13.1741,11.4197,91.0812,68.3917,0.674845,12.9934,12.4471,89.9013,119.334,1.17984,-50.9425 
112,43.338,0.01,0.64,5,112,16084.1,-0.0590713,29.4778,12.9452,90.0519,-0.00804594,27.0649,500,-1.34979,0.213036,4.78613,3.66671,2.46266,-69.8014,8314.42,18.4588,9245.69,12429.3,-0.910268,0.652557,5.66517,4.10623,2.90218,0.543715,8406.89,20.2718,9338.16,0.505694,0.995798,0.00398302,16624.5,6180.1,71425,85785.1,-0.00157722,0.665097,13.2316,11.4678,91.0004,69.0447,0.704335,12.9156,12.6484,89.4214,120.353,1.57907,-51.3087 
113,43.388,0.01,0.64,5,113,15459.4,-0.391079,28.4098,13.381,90.0371,-0.444172,544.777,496.881,-0.867694,1.85583,4.77348,4.65183,0.890684,-43.4417,8150.47,17.248,8910.14,20252.2,-0.594153,2.12938,5.32056,4.92537,1.16423,0.588999,8208.02,18.3764,8967.69,0.509828,0.996097,0.00376061,16099.6,5739.06,67988.5,77746.4,-0.00170924,0.647533,13.2932,11.4782,90.9966,69.3794,0.661345,13.1877,12.7388,89.4111,120.696,1.58546,-51.3167 
114,43,0.01,0.64,0,114,14554,-0.30629,26.4672,13.4131,90.1424,0.867053,-846.31,500,-0.356475,2.22555,1.48972,2.56707,3.20523,8.67819,7311.88,15.1353,8599.89,35444.1,-0.411119,2.17091,1.38043,2.51243,3.15058,0.84319,7300.39,14.9099,8588.39,0.491338,0.996439,0.0031878,14858.2,5096.33,55141.4,73821.1,-0.00135983,0.584366,13.3989,11.3016,91.0549,68.6511,0.655057,12.873,12.5868,89.5881,119.434,1.4668,-50.7826 
115,42.888,0.01,0.64,5,115,14270,-0.00959874,26.6327,12.7634,90.3157,-0.0440277,17.6252,500,0.823604,1.94897,2.72285,2.87063,1.69479,-42.3981,7399.69,21.2881,8428.45,11090.9,1.09057,2.21594,3.25679,3.1376,1.96176,0.72075,7455.85,22.3894,8484.62,0.499644,0.994772,0.00483747,14922.3,5083.32,57939.6,70805,-0.00154155,0.608428,12.8982,11.3778,91.2102,68.839,0.642906,12.839,12.6039,89.7117,119.9,1.49845,-51.0607 
